Instance,User,Simulation,B,U,num_rows,density,avg_degree,max_degree,degree_std,D_mean,D_std,D_cv,avg_row_len,max_row_len,row_density,conflict_max,conflict_avg,conflict_std,conflict_pressure,color_clique_max,color_clique_avg,color_clique_std,color_pressure,Backtracking percentiles idx
4,5000,12,500,8332,2000,0.0448817635270541,22.396,62,17.0347639842764,65622.2,54036.1904852651,0.823443750518348,24.432,119,0.00293230916946711,7,3.82268370607029,2.0533296778094,0.116666666666667,24,11.7923169267707,6.15769858752077,6.0,5
4,5000,13,500,8056,2000,0.041434869739479,20.676,58,15.1168457027252,61325.2,50528.6554091838,0.823946035384863,19.69,94,0.00244414101290963,7,3.43803056027165,1.7775185940538,0.116666666666667,22,10.2356020942408,5.52049864285419,5.5,3
4,5000,14,500,8156,2000,0.0409458917835671,20.432,59,14.2623061248874,64161.5,52743.1775232589,0.822037787820716,20.164,105,0.00247229033840118,7,3.64745762711864,1.88691802631567,0.116666666666667,22,10.0506970849176,5.06209504369845,5.5,5
4,5000,15,500,8368,2000,0.0420120240480962,20.964,60,15.107306311848,64008.6,51579.8805838087,0.80582735107171,22.924,132,0.00273948374760994,6,3.67460317460317,1.83886336994439,0.1,22,10.8634204275534,5.46151438426733,5.5,6
4,5000,16,500,8272,2000,0.0418997995991984,20.908,53,14.6864405490234,64950.45,52486.5633143145,0.808101611525625,21.294,91,0.00257422630560928,7,3.68019480519481,1.87429570175983,0.116666666666667,22,10.2444987775061,5.30247672956727,5.5,6
4,5000,17,500,7856,2000,0.0399038076152305,19.912,54,14.0584585214738,61842.95,51044.7445536518,0.825393105497907,18.17,75,0.00231288187372709,6,3.43833333333333,1.70573460876995,0.1,21,9.83473389355742,5.0123794367808,5.25,4
4,5000,18,500,8140,2000,0.0427815631262525,21.348,57,15.5908593733636,64478.4,52285.4620180408,0.810898874941698,21.686,99,0.00266412776412776,6,3.70304975922953,1.7997967628519,0.1,23,10.8738853503185,5.83603069995389,5.75,6
4,5000,19,500,8052,2000,0.0420521042084168,20.984,53,14.8161987027712,63951.95,51585.5297050221,0.806629503948231,19.464,77,0.00241728763040238,6,3.50687285223368,1.82266774601292,0.1,25,10.0799475753604,5.3574855702579,6.25,5
8,500,0,237,1220,948,0.0305728384466853,7.21518987341772,19,5.01391536893248,31510.6540084388,16826.0807056013,0.533980687963351,5.62869198312236,18,0.00461368195337899,7,2.75,1.2205841148382,0.116666666666667,10,4.78333333333333,2.00630949202205,2.5,1
8,500,1,261,1372,1044,0.0320954907161804,8.3448275862069,23,5.39368351918607,32767.9837164751,16318.0351752977,0.497987160775271,6.16091954022988,20,0.00449046613719379,7,3.12,1.45500122729452,0.116666666666667,11,4.87155963302752,2.35633410440487,2.75,6
8,500,2,256,1364,1024,0.0368566176470588,9.3984375,27,6.70102585867222,33631.6650390625,16484.9211803731,0.490160720892832,6.86328125,22,0.00503173112170088,8,3.31609195402299,1.61461525705849,0.133333333333333,15,5.46296296296296,2.83635762099631,3.75,4
8,500,3,227,1200,908,0.0289657323301236,6.54625550660793,18,4.40377507116879,31676.1013215859,16776.206060483,0.529617135965238,5.25991189427313,20,0.00438325991189427,7,2.64848484848485,1.14841688453258,0.116666666666667,10,4.32571428571429,1.86460916734279,2.5,6
8,500,4,254,1320,1016,0.030531262643553,7.7244094488189,20,4.78297039020853,32506.6190944882,16238.6655092861,0.499549505966295,5.80708661417323,18,0.00439930804104032,7,3.05847953216374,1.46182455223289,0.116666666666667,10,4.64390243902439,2.15610859725682,2.5,4
8,500,5,252,1296,1008,0.0308923038006703,7.75396825396825,19,4.66187936068656,32140.4761904762,16545.3852351133,0.514783450533194,5.78571428571429,15,0.00446428571428571,7,3.0,1.42227182453184,0.116666666666667,11,4.68844221105528,2.10608524536183,2.75,4
8,500,6,269,1404,1076,0.034927592520668,9.36059479553903,24,6.13358791911063,33184.874535316,16319.7990493158,0.491784262494286,6.86617100371747,19,0.00489043518783296,8,3.4,1.61479644771952,0.133333333333333,13,5.38938053097345,2.66386381271984,3.25,5
8,500,7,227,1264,908,0.0320845191220615,7.2511013215859,20,4.78281027404258,32472.4394273128,16938.0368598506,0.521612701680919,5.62555066079295,17,0.00445059387720961,8,2.65644171779141,1.30774178094209,0.133333333333333,11,4.41884816753927,2.03695202260435,2.75,1
8,500,8,265,1292,1060,0.0343339050886221,9.06415094339623,26,6.5743668707185,33376.8160377359,16437.9299688475,0.492495448045815,6.39622641509434,17,0.0049506396401659,8,3.36871508379888,1.73955751849818,0.133333333333333,14,5.51515151515152,3.12488750945376,3.5,5
8,500,9,269,1340,1076,0.0343450036065028,9.20446096654275,24,5.91003011296971,32712.9646840149,16979.6783029593,0.51905042746726,6.41263940520446,19,0.0047855517949287,10,3.30555555555556,1.56026074110929,0.166666666666667,12,5.38095238095238,2.55559499131556,3.0,5
8,500,10,261,1304,1044,0.0352490421455939,9.16475095785441,23,5.95703509168545,32401.1733716475,16541.8386986587,0.510532088110536,6.35632183908046,17,0.00487447993794514,9,3.30285714285714,1.69865252720009,0.15,14,5.37810945273632,2.52870454473971,3.5,6
8,500,11,278,1472,1112,0.0331662467859647,9.18705035971223,25,6.09406875850897,31950.9217625899,16696.9553571374,0.522581335249213,6.97841726618705,24,0.00474077259931186,7,3.28645833333333,1.54994084508535,0.116666666666667,11,5.38683127572016,2.48587603695771,2.75,6
8,500,12,239,1244,956,0.0328750747160789,7.82426778242678,20,5.3655569952909,31836.0094142259,16882.3223179124,0.530290153462781,5.94142259414226,18,0.00477606317857095,7,2.89820359281437,1.53066355044397,0.116666666666667,10,5.03225806451613,2.2502167776252,2.5,4
8,500,13,241,1324,964,0.0287690179806362,6.9045643153527,17,4.28584710309313,32429.0715767635,16795.1205248521,0.517903217953558,5.68464730290456,19,0.00429354025899136,6,2.85454545454545,1.32689907567411,0.1,10,4.36407766990291,1.84824001136174,2.5,6
8,500,14,221,1140,884,0.0299465240641711,6.58823529411765,15,3.84985714712039,32017.6187782805,16230.6066662076,0.506927350800297,5.00904977375566,12,0.00439390331031198,6,2.67283950617284,1.18545843043572,0.1,9,4.2125,1.67849448911815,2.25,1
